Scenario,Probability,Iteration,Accuracy,Rule Percentage,Conciseness
Heuristic 1 Only,p=0,0,0.0,0.0,0
Heuristic 1 Only,p=0,1,0.0,0.0,0
Heuristic 1 Only,p=0,2,0.0,0.0,0
Heuristic 1 Only,p=0,3,4.0,0.0,0
Heuristic 1 Only,p=0,4,4.0,0.0,0
Heuristic 1 Only,p=0,5,4.0,50.0,5.0
Heuristic 1 Only,p=0,6,4.0,0.0,0
Heuristic 1 Only,p=0,7,4.0,0.0,0
Heuristic 1 Only,p=0,8,8.0,0.0,0
Heuristic 1 Only,p=0,9,12.0,33.33333333333333,7.0
Heuristic 1 Only,p=0,10,12.0,33.33333333333333,7.0
Heuristic 1 Only,p=0,11,16.0,66.66666666666666,3.5
Heuristic 1 Only,p=0,12,16.0,66.66666666666666,3.5
Heuristic 1 Only,p=0,13,20.0,50.0,5.5
Heuristic 1 Only,p=0,14,20.0,66.66666666666666,3.5
Heuristic 1 Only,p=0,15,24.0,66.66666666666666,3.5
Heuristic 1 Only,p=0,16,24.0,66.66666666666666,3.5
Heuristic 1 Only,p=0,17,28.000000000000004,75.0,2.6666666666666665
Heuristic 1 Only,p=0,18,28.000000000000004,75.0,2.6666666666666665
Heuristic 1 Only,p=0,19,28.000000000000004,75.0,2.6666666666666665
Heuristic 1 Only,p=0,20,28.000000000000004,75.0,2.6666666666666665
Heuristic 1 Only,p=0,21,32.0,100.0,1.5
Heuristic 1 Only,p=0,22,36.0,100.0,1.5
Heuristic 1 Only,p=0,23,36.0,100.0,1.5
Heuristic 1 Only,p=0.5,0,0.0,0.0,0
Heuristic 1 Only,p=0.5,1,0.0,0.0,0
Heuristic 1 Only,p=0.5,2,4.0,0.0,0
Heuristic 1 Only,p=0.5,3,4.0,50.0,5.0
Heuristic 1 Only,p=0.5,4,4.0,50.0,3.0
Heuristic 1 Only,p=0.5,5,4.0,66.66666666666666,2.0
Heuristic 1 Only,p=0.5,6,4.0,66.66666666666666,2.0
Heuristic 1 Only,p=0.5,7,4.0,66.66666666666666,2.0
Heuristic 1 Only,p=0.5,8,4.0,66.66666666666666,2.0
Heuristic 1 Only,p=0.5,9,4.0,66.66666666666666,2.0
Heuristic 1 Only,p=0.5,10,4.0,100.0,1.3333333333333333
Heuristic 1 Only,p=0.5,11,8.0,75.0,2.0
Heuristic 1 Only,p=0.5,12,12.0,100.0,1.5
Heuristic 1 Only,p=0.5,13,16.0,100.0,1.5
Heuristic 1 Only,p=0.5,14,16.0,100.0,1.5
Heuristic 1 Only,p=0.5,15,20.0,100.0,1.5
Heuristic 1 Only,p=0.5,16,20.0,100.0,1.5
Heuristic 1 Only,p=0.5,17,20.0,100.0,1.5
Heuristic 1 Only,p=0.5,18,20.0,100.0,1.5
Heuristic 1 Only,p=0.5,19,20.0,100.0,1.5
Heuristic 1 Only,p=0.5,20,20.0,100.0,1.5
Heuristic 1 Only,p=0.5,21,20.0,100.0,1.5
Heuristic 1 Only,p=0.5,22,24.0,100.0,1.5
Heuristic 1 Only,p=0.5,23,28.000000000000004,100.0,1.5
Heuristic 1 Only,p=1,0,0.0,0.0,0
Heuristic 1 Only,p=1,1,0.0,0.0,0
Heuristic 1 Only,p=1,2,4.0,0.0,0
Heuristic 1 Only,p=1,3,8.0,0.0,0
Heuristic 1 Only,p=1,4,8.0,0.0,0
Heuristic 1 Only,p=1,5,8.0,0.0,0
Heuristic 1 Only,p=1,6,12.0,100.0,2.5
Heuristic 1 Only,p=1,7,12.0,100.0,2.5
Heuristic 1 Only,p=1,8,12.0,100.0,2.5
Heuristic 1 Only,p=1,9,16.0,66.66666666666666,6.5
Heuristic 1 Only,p=1,10,16.0,100.0,2.5
Heuristic 1 Only,p=1,11,16.0,100.0,2.5
Heuristic 1 Only,p=1,12,20.0,100.0,2.0
Heuristic 1 Only,p=1,13,24.0,75.0,4.0
Heuristic 1 Only,p=1,14,24.0,100.0,2.0
Heuristic 1 Only,p=1,15,28.000000000000004,100.0,1.75
Heuristic 1 Only,p=1,16,28.000000000000004,100.0,1.75
Heuristic 1 Only,p=1,17,32.0,100.0,1.75
Heuristic 1 Only,p=1,18,36.0,100.0,1.75
Heuristic 1 Only,p=1,19,40.0,100.0,2.0
Heuristic 1 Only,p=1,20,40.0,100.0,2.0
Heuristic 1 Only,p=1,21,44.0,100.0,2.0
Heuristic 1 Only,p=1,22,44.0,100.0,2.0
Heuristic 1 Only,p=1,23,44.0,100.0,2.0
